prNumber,prTitle,repo
9654,Update EIP-3690: typo fix,EIPs
9649,Update EIP-7880: fix typos,EIPs
9648,Update EIP-5081: fix typos,EIPs
9646,Update EIP-1474: fix typos,EIPs
9644,Add EIP: Ethereum Intent URI (EIURI),EIPs
9642,Update EIP-4200: Update eip-4200.md,EIPs
9632,Update EIP-7702: Add checks for signatures in authorization lists,EIPs
9629,docs: fix typos in complexity analysis section,EIPs
9594,Update EIP-867: Move to Draft,EIPs
9591,Update EIP-7761: clarify how EXTCODETYPE deals with EOF versions,EIPs
9588,"Update EIP-7594: Polish EIP, expand rationale",EIPs
9577,Update EIP-2935: fix typos,EIPs
9568,Update EIP-7745: Update eip-7745.md,EIPs
9567,Update EIP-4444: fix typos,EIPs
9562,Add EIP: Optional RPC Methods `eth_sendBlobs`  and `eth_getBlobsStatus`,EIPs
9558,Add EIP: CALL_GAS_SPLIT opcode,EIPs
9540,Website: //twitter.com to https://x.com to reflect the platform's rebranding.,EIPs
9538,Update EIP-7668: Move to Draft,EIPs
9516,Update EIP-7873: fix typos,EIPs
9515,Update EIP-7745: fix typos,EIPs
9514,Update EIP-7880: fix typos,EIPs
9500,Update EIP-7702: Update eip-7702.md,EIPs
9499,Bump rexml from 3.2.5 to 3.3.9,EIPs
9498,Bump webrick from 1.8.1 to 1.8.2,EIPs
9497,Add EIP: Scaling Ethereum with a Perceptron Tree ZKP,EIPs
9496,Update EIP-7745: Fix some typos,EIPs
9495,Website: Request to add EIP builder tool link to eips.ethereum.org,EIPs
9494,Update EIP-7873: Add ASE compatibility to Creator Contract,EIPs
9492,Update EIP-7657: Bump links to tagged beta spec version,EIPs
9486,Update EIP-2378: EIP-2378.md fix dead links,EIPs
9482,Update EIP-7886: Fix minor errors and improve consistency,EIPs
9476,Add EIP: Restricted Behavior Transaction Type,EIPs
9473,Update EIP-7612: Add test cases for EIP-7612 overlay tree,EIPs
9461,Update EIP-107: Fix 404 status URL,EIPs
9457,Update EIP-template: Add chain-specific considerations,EIPs
9450,Update EIP-2242: add Test Cases and Implementation for EIP-2242 (Transaction Postdata),EIPs
9442,Update EIP-3009: fix ERC3009 typo,EIPs
9441,Add EIP: Stateless mempool transaction,EIPs
9440,Add EIP: Introduce SDELEGATECALL opcode for enhanced delegatecall security,EIPs
9433,Add EIP: On-Chain Function Return Type Encoding,EIPs
9429,Fix TODO: Add Shanghai fork check for code access list in EVM,EIPs
9420,Update EIP-5792: Fixing Typos and Errors in Markdown Documentation,EIPs
9419,Update EIP-7830: typos in documentation files,EIPs
9413,Update EIP-2069: typo fix,EIPs
9405,Add EIP: Clawback Transactions for EOAs,EIPs
9396,Update EIP-7805: IL building algorithm,EIPs
9395,Update EIP-7569: Backlink hard fork Meta EIPs,EIPs
9374,Add EIP: Precompile for NTT operations,EIPs
9363,Update EIP-7702: change auth.chain_id to be bounded to current chain_id,EIPs
9354,Add EIP: Increase Gas Utilization Target,EIPs
9345,Update EIP-7788: fix spelling error,EIPs
9301,Update EIP-7703: typos in documentation files,EIPs
9279,Update EIP-7762: fix spelling eip-7762.md,EIPs
9277,Update EIP-7819: fix spelling eip-7819.md,EIPs
9273,Add EIP: RE-EN Quantum-Resistant Encryption Standard for Ethereum,EIPs
9267,Update EIP-7805: Try fixing HTML rendering of bullets,EIPs
9263,Update EIP-5792: Correct misspelling,EIPs
9261,Update EIP-1: Docs fix spelling issues,EIPs
9243,Update EIP-7691: clarify that all 3 EL constants change in Prague,EIPs
9215,Update EIP-7612: сorrect variable name in get_account_optional function,EIPs
9214,Update README: Update vulnerable dependencies,EIPs
9207,Update EIP-7748: Fix typo,EIPs
9192,Update EIP-7834: fix typo,EIPs
9190,Update EIP-7804: fix typos,EIPs
9185,Update EIP-7788: fix typo,EIPs
9183,Update EIP-7761: fix typos,EIPs
9178,Update EIP-7830: fix typo,EIPs
9177,Update EIP-7805: fix typo,EIPs
9176,Update EIP-1052: fix eip-1052.md,EIPs
9165,Update EIP-7666: Add required PUSH0 EIP,EIPs
9162,Update EIP-649: Fix 404 status URL,EIPs
9153,Update EIP-1: Redefine what a meta EIP is,EIPs
9151,Update EIP-1: Add changes on top of Sam's changes.,EIPs
9150,Update EIP-2378: fix more broken link,EIPs
9130,Update EIP-1: Apply fixes suggested by Manu,EIPs
9128,Add EIP: Unified Network Configuration,EIPs
9028,Add EIP: Introspection precompiles,EIPs
9026,Add EIP: Native Tokens,EIPs
9018,CI: ETH-2-mainh_on,EIPs
9006,Update EIP-5792: update mention of top-level sendCalls properties,EIPs
9003,Update EIP-7708: Provide more details and add fee payments,EIPs
8993,Add EIP: BLOB Data and Rollup Operator Rewards,EIPs
8952,Update EIP-7667: clarify 512 GAS sentence,EIPs
8896,Update EIP-4762: tweaks to support 7702,EIPs
8884,Add EIP: SSZ Transaction / Receipt proofs,EIPs
8835,Update EIP-7702: Change `MAGIC` from `0x05` to `0x1a`,EIPs
8831,CI: Generate ordered lists of pull requests needing review,EIPs
8778,Bump rexml from 3.2.5 to 3.3.3,EIPs
8741,Update EIP-196: Fix coordinate description,EIPs
8727,Add .editorconfig,EIPs
8713,Update EIP-6800: EOFv1 tweaks,EIPs
8676,Update EIP-7703: fix typos,EIPs
8630,Add EIP: P2P History Network,EIPs
8629,Add EIP: Portal Wire Protocol a framework for discv5,EIPs
8616,Update EIP-7639: Fix Paris/TheMerge 1th block number,EIPs
8589,Update EIP-7609: From discussion,EIPs
8369,Add EIP: Hardfork Meta - Dencun,EIPs
1086,Add ERC: Universal Compliance Router for Real-World Assets (RWA's) Security Tokens,ERCs
1082,Add ERC: DKIM Registry Interface,ERCs
1081,Update ERC-7573: Correct asset paths in documentation,ERCs
1079,Update ERC-7888: Formatting,ERCs
1077,"Update ERC-7888: Improve abstract, add rationale, add breaks",ERCs
1076,Update ERC-7811: typo `assetFiled` → `assetFilter`,ERCs
1075,Update ERC-6997: Fix comment,ERCs
1074,Update ERC-7913: Move to Review,ERCs
1073,Update ERC-7399: Move to Review,ERCs
1071,Update ERC-7597: Remove redundant word,ERCs
1070,Update ERC-6093: Move to Final,ERCs
1063,Update ERC-6123: Update ERC-6123 - split interfaces,ERCs
1060,Update ERC-7813: Move to Review,ERCs
1058,Update ERC-7291: Move to Last Call,ERCs
1057,Update ERC-7291: Move to Last Call,ERCs
1056,Update ERC-7291: Move to Last Call,ERCs
1055,Update ERC-6909: update username jtriley-eth -> jtriley2p,ERCs
1049,Update ERC-1967: fix very bad error,ERCs
1048,Update ERC-4337: Update erc-4337.md,ERCs
1047,Update ERC-7847: Clarifying how to handle whitespace for ID calculation,ERCs
1045,Update ERC-4337: referece calldata cost increase (eip-7623),ERCs
1044,Update ERC-7743: Move to Final,ERCs
1042,Update ERC-7812: Update ERC-7812 addresses,ERCs
1041,Update ERC-7837: update author,ERCs
1040,Update ERC-7743: update erc-7743,ERCs
1039,"Update ERC-7677: ""Update ERC-7677: chain id update""",ERCs
1038,"Update ERC-7786: Remove Attributes, Add ExtraData; Support Hooks and Interoperable Addresses",ERCs
1036,Add ERC: Encode chain id with transaction hash,ERCs
1035,Add ERC: Encode chain id with transaction hash,ERCs
1031,Update ERC-7878: Move to Review,ERCs
1030,Update ERC-7837: Move to Final,ERCs
1027,Fix: Correct Foundry link,ERCs
1026,"Update ERC-7744: updated erc7744 with latest 7702 changes, renamed assets with standard number",ERCs
1024,CI: bump actions/checkout to v4,ERCs
1023,Update ERC-7858: Move to Review,ERCs
1022,Update ERC-7858: revised motivation and interfaces,ERCs
1018,CI: Bump HTMLProofer & run on ubuntu-24.04,ERCs
1015,CI: make htmlproofer run again,ERCs
1012,Update ERC-7739: Add security consideration about chaining,ERCs
1011,Update ERC-7802: Address feedback and include Native Token Security Considerations,ERCs
1010,Update ERC-7837: Move to Last Call,ERCs
1009,erc/crosschain token interface,ERCs
1007,Update ERC-7913: Add security considerations,ERCs
1006,Update ERC-7913: Update erc-7913.md,ERCs
1005,Update ERC-7631: Move to Last Call,ERCs
1004,Update ERC-4337: correct the incorrect description about the aggregator contract,ERCs
1000,Update ERC-7821: Rename target -> to,ERCs
999,Add ERC: PermaLink Asset Bound Token,ERCs
998,Update ERC-7738: Move to Final,ERCs
995,Update ERC-7884: Replace mermaid with svg,ERCs
994,Update ERC-7573: Feature/7573 distributed decryption support,ERCs
993,Add ERC: Composite EIP-712 Signatures,ERCs
992,Update ERC-7656: improve reference implementation,ERCs
990,Update ERC-7656: Fix interface id,ERCs
989,Update ERC-7897: Move to Withdrawn,ERCs
988,Update ERC-7656: Add example for ERC-1155-linked service,ERCs
986,Add ERC: Signature Verifiers,ERCs
984,Update ERC-7656: Expand the scope of the proposal,ERCs
983,Update ERC-7634: Move to Review,ERCs
982,Update ERC-7710: Improved ERC in response to feedback on ethereum magicians,ERCs
980,Update ERC-7401: Fix some typos,ERCs
977,Add ERC: Splitting and Merging of NFTs,ERCs
976,Add ERC: Splitting and Merging of NFTs,ERCs
975,Add ERC: Splitting and Merging of NFTs,ERCs
974,Add ERC: Splitting and Merging of NFTs,ERCs
973,Add ERC: Splitting and Merging of NFTs,ERCs
972,Add ERC: Splitting and Merging of NFTs,ERCs
971,Update ERC-7412: Update error interfaces,ERCs
970,Update ERC-6220: fix some typos,ERCs
969,fix dead link `Foundry ` README.md,ERCs
967,Add ERC: Splitting and Merging of NFTs,ERCs
966,Update ERC-5218: update broken foundry link,ERCs
965,Add ERC: Splitting and Merging of NFTs,ERCs
964,Add ERC: Splitting and Merging of NFTs,ERCs
963,Add ERC: Splitting and Merging of NFTs,ERCs
962,Update ERC-7656: Move to Review,ERCs
960,Update ERC-7730: Editorial changes to ERC-7730 before publication,ERCs
959,Update ERC-7573: Feature/7573 update documentation - and change the id from bytes32 to uint256.,ERCs
958,Update ERC-7562: Updates post-audit,ERCs
957,Update ERC-4337: Updates post-audit,ERCs
956,Update ERC-4337: update basefee requirement,ERCs
955,Update ERC-4337: Add 'preVerificationGas' estimation explainer,ERCs
954,Website: correct miswritten `meta property` attribute,ERCs
953,Update ERC-3009: fix dead links,ERCs
952,Update ERC-7573: Update erc 7573 - add optional key hashed,ERCs
951,Update ERC-6105: Remove redundant word,ERCs
950,Update ERC-4337: postOpMode,ERCs
949,Update ERC-4337: Update erc-4337.md,ERCs
948,Update ERC-4337: Add limit to the 'context' maximum size,ERCs
946,Update ERC-7562: Erc 7562 changes,ERCs
945,Update ERC-7562: Unstaked paymaster context,ERCs
943,Update ERC-4337: Adding use cases to motivation,ERCs
942,"Update ERC-4337: Clarifications; correct use of ""Smart Contract Account"" terminology",ERCs
941,Update ERC-4337: Update erc-4337.md,ERCs
940,"Update ERC-7562: Removing ""accountable"" from definition",ERCs
939,Update ERC-7562: InclusionRate definition fix,ERCs
938,Update ERC-7562: Fixing phases description,ERCs
937,Update ERC-4337: Add mention of PER_EMPTY_ACCOUNT_COST,ERCs
936,Update ERC-4337: Fixes audit 2,ERCs
935,Update ERC-7769: Rephrase one sentence,ERCs
934,Add ERC: Wallet-Linked Services for Smart Accounts,ERCs
933,Update ERC-7769: Elaborate how EIP-7702 support works,ERCs
930,Add ERC: Splitting and Merging of NFTs,ERCs
929,Update ERC-4337: validate using handleOps(),ERCs
928,Update ERC-7562: Updated erc 7562,ERCs
927,Update ERC-4337: Updated ERC-4337,ERCs
926,Update ERC-7786: Add messageId to IERC7786Receiver.executeMessage,ERCs
925,Fix Documentation and Improve Clarity in Smart Contracts,ERCs
923,Add ERC: Splitting and Merging of NFTs,ERCs
921,Update ERC-3668: Update typo in erc-3668.md,ERCs
920,Add ERC: Splitting and Merging of NFTs,ERCs
918,Update ERC-7743: Move to Last Call,ERCs
917,Update ERC-7743: Move to Last Call,ERCs
916,Add EIP: Clawback Transactions for EOAs,ERCs
915,Update ERC-4337: removing ercs from required field,ERCs
914,Update ERC-4337: Add link to ERC-7796 'eth_sendRawTransactionConditional',ERCs
913,Update ERC-4337: Explicitly say 7702 tuples is not part of a UserOperation,ERCs
912,Update ERC-4337: Add the 'receive()' function to the public interface,ERCs
911,Update ERC-4337: Replace references to EIP-3074 with EIP-7702,ERCs
910,Update ERC-7796: The correct EIP-7702 code prefix is '0xef0100' not '0xef01',ERCs
909,Preview,ERCs
908,Update ERC7656: Minor text changes before finalizing,ERCs
907,Update ERC-165: fix typo,ERCs
903,Update ERC-4883: Update erc-4883.md,ERCs
902,Update ERC-7769: Update 7769,ERCs
901,Update ERC-7562: Update blocked opcodes with blob opcodes,ERCs
900,Update ERC-7812: Update ERC-7812 SMT circuit,ERCs
898,Update ERC-7715: Replace mermaid diagrams with SVGs,ERCs
897,Add ERC: Crosschain Broadcaster,ERCs
896,Add ERC: Cancelation for ERC-7540 Tokenized Vaults,ERCs
895,Update ERC-7812: Update ERC-7812 deployment address,ERCs
894,Update ERC-7837: Move to Review,ERCs
893,Add ERC: Operation Router,ERCs
891,Update ERC-7656: Add authors to reference implementation,ERCs
889,CI: Create gem-push.yml,ERCs
888,Update to actions/upload-artifact@v4,ERCs
887,Update ERC-7291: Move to Review,ERCs
886,Website: Bequeathable Tokens: A standard to allow tokens to be inherited after the owner's death,ERCs
884,Update ERC-7818: Move to Final,ERCs
882,Update ERC-4337: Update ERC-4337 and ERC-7769 with EIP-712 and EIP-7702 support,ERCs
881,Update github pages,ERCs
880,Update ERC-7573: Made the possibility to use a hash instead of encryption more explici…,ERCs
879,Update ERC-7573: added keyEncryptedSeller to ILockingContract TransferConfirmed event,ERCs
878,Add proxy call to 6492 reference implementation,ERCs
876,Update ERC-7579: Prefix ERC-7579 interfaces names to avoid conflicts,ERCs
875,Update ERC-6900: Prefix ERC-6900 interfaces names to avoid conflicts,ERCs
874,Add ERC: Wallet Signing API,ERCs
873,Update ERC-6120: Update ERC-6120,ERCs
872,Update ERC-7821: Add batch of batches mode,ERCs
871,Update ERC-6123: Feature/erc 6123 after settlement,ERCs
870,Update ERC-7528: update required EIP for ETH (Native Asset) Address Convention,ERCs
869,Update EIP-1: Introduce `implementation-status` & `implementation-status-url`,ERCs
867,Update ERC-7627: Move to Last Call,ERCs
866,Update ERC-6381: typo fix Update erc-6381.md,ERCs
865,Add ERC: Social SBT,ERCs
864,Update ERC-6806: Update erc-6806.md,ERCs
862,Update ERC-7751: Move to Final,ERCs
861,Add ERC: Decentralised User Profiles,ERCs
860,Update ERC-7779: Add enforcement to use keccak,ERCs
859,Update ERC-7208: Move to Final,ERCs
855,Update ERC-7744: Move to Review,ERCs
850,Update ERC-7578: Move to Final,ERCs
849,Update ERC-7562: Update erc-7562.md,ERCs
847,Update ERC-7821: Fix incorrect code comment,ERCs
846,Update ERC-7821: Update motivation,ERCs
845,Update ERC-7562: replace by fee reputation.,ERCs
843,Update ERC-7573: Added releaseKey method to IDecryptionContract,ERCs
842,Update ERC-7750: Move to Review,ERCs
841,Add ERC: Expirable NFTs and SBTs,ERCs
840,Update ERC-7818: Move to Last Call,ERCs
839,Update ERC-7683: Update comments about usage of Gasless vs Onchain Order structs,ERCs
838,Update ERC-6860: typos,ERCs
837,Update ERC-2645: typos in documentation files,ERCs
836,Update ERC-7786: Add background to diagram,ERCs
835,Update ERC-7786: Update send-execute.svg,ERCs
834,Update ERC-7820: Move to Final,ERCs
833,Update ERC-7734: Move to Final,ERCs
832,Update ERC-7777: Move to Review,ERCs
831,Update ERC-7527: Update erc-7527.md Agency's description() function,ERCs
830,Update ERC-7751: Move to Last Call,ERCs
828,Update ERC-7656: Improve security considerations,ERCs
827,Fixing Typographical Errors in Documentation,ERCs
826,Update ERC-7818: Move to Review,ERCs
825,Update EIP-1: Clarify distinction between ERCs and EIPs & add subcategories.,ERCs
823,Add ERC: Chain-Specific Payment Requests,ERCs
821,Add ERC: Fungible Token with gas rebates,ERCs
820,Update ERC-7208: Move to Last Call,ERCs
819,Update ERC-7578: Move to Last Call,ERCs
818,Update ERC-7579: hook clarifications,ERCs
816,Update ERC-7821: Remove ERC-165 mention and clarify address replacement,ERCs
814,Update ERC-6358: fix typos,ERCs
810,Update ERC-7579: Make ERC165 optional and clarify payable execution,ERCs
809,EIP 7849,ERCs
808,Add ERC: Social SBT,ERCs
807,docs fix spelling issue,ERCs
806,chore: docs fix spelling issues ,ERCs
805,fixed typos,ERCs
804,Refined text by fixing typos and improving clarity,ERCs
801,Corrected spelling mistakes,ERCs
800,Website: Fix typos and spelling errors in documentation,ERCs
796,Update ERC-7555: fix typo,ERCs
795,Update ERC-7015: fix typo,ERCs
793,Update ERC-7743: Move to Review,ERCs
792,Update ERC-7820: Move to Last Call,ERCs
791,Update ERC-7734: Move to Last Call,ERCs
790,Update ERC-7683: fix incorrect type and comment,ERCs
789,Update ERC-5173: Abstract,ERCs
788,Add ERC: Fungible Token with gas rebates,ERCs
787,Update ERC-7821: Add comment on allowing entry point for execute,ERCs
786,Update ERC-7821: Fix return type of `supportsExecutionMode` in interface definition.,ERCs
785,Update ERC-7683: Add clause about not knowing minOutput.recipient at order creation time,ERCs
783,Update ERC-7683: Fix swapped `orderData` and `originData` erc-7683.md,ERCs
782,Add ERC: Social Media NFTs,ERCs
781,Update ERC-7786: ERC-7786 update,ERCs
777,Update ERC-1922: Fix links,ERCs
776,Update ERC-7734: Move to Review,ERCs
775,"Update ERC-7562: AA-486 add creation rules OP-31, EREP-60, EREP-61",ERCs
771,Update ERC-6900: wording simplification and corrections,ERCs
770,Update ERC-7521: updated to reflect reference implementation optimizations,ERCs
765,Update ERC-6900: Security considerations update with addressed comments,ERCs
764,Update ERC-7562: Update ERC-7562 rules to add EIP-7702 authorizations support,ERCs
763,Update ERC-7820: Move to Review,ERCs
761,Update ERC-6900: Security considerations update,ERCs
760,Update ERC-7746: Move to Review,ERCs
759,Add ERC: Diffusive Tokens,ERCs
757,Update ERC-7722: describe events and roles,ERCs
756,Update ERC-7754: typos in documentation files,ERCs
754,Update ERC-6900: Clean up comments,ERCs
753,Move @axic and @gcolvin to emeritus.,ERCs
752,Add ERC: Sustainable collaborative NFT collections,ERCs
751,Add ERC: ERC721 Sustainable Collections,ERCs
750,Update ERC-4337: Fix refs in erc-4337.md,ERCs
749,Add ERC: Multi-Chain Addressing,ERCs
748,Update ERC-7208: Move to Last Call,ERCs
747,Update ERC-7208: applying feedback from auditors,ERCs
746,Update ERC-7683: [7683] fix types,ERCs
745,Update ERC-6900: IModularAccountView changes,ERCs
744,Add ERC: Data Asset NFT,ERCs
743,Add ERC: Data Asset NFT,ERCs
742,Add ERC: Data Asset NFT,ERCs
741,Add ERC: Data Asset NFT,ERCs
740,Add ERC: Data Asset NFT,ERCs
739,Update ERC-7722: added Ante and Mirko as maintainer,ERCs
738,Update ERC-7743: Move to Review,ERCs
737,Update ERC-7743: Remove email & format document,ERCs
736,Update ERC-7579: specify executeFromExecutor return data type,ERCs
733,Update ERC-7743: Include Reference Implementation and Finalize MO-NFT Standard,ERCs
732,Update ERC-7743: Include Reference Implementation and Finalize MO-NFT Standard,ERCs
730,Update ERC-1046: updated some links,ERCs
726,Add ERC: Minimal Batch Executor Interface,ERCs
725,Update ERC-7208: update authors,ERCs
724,Update ERC-7208: updating authors,ERCs
723,Add ERC: Access Control Registry,ERCs
722,Add ERC: Access Control Registry,ERCs
721,Update ERC-7208: minor wording improvement,ERCs
720,Update ERC-7208: community feedback + reference implementation,ERCs
718,Add ERC: Expirable ERC-20,ERCs
717,Update ERC-7496: Update erc-7496.md - trait metadata as required,ERCs
716,Update ERC-7699: Update erc-7699.md - suggested minor fixes,ERCs
714,Update ERC-6123: Fixes to reference implementation of Settlement Token,ERCs
711,"Add ERC: Store, Table-Based Introspectable Storage",ERCs
710,Add ERC: ZK Identity Registry,ERCs
709,Add ERC: Wallet Asset Discovery,ERCs
707,Hardware identity,ERCs
706,Update ERC-7777: Update erc-7777.md,ERCs
705,Update ERC-7777: Update erc-7777.md,ERCs
704,Update ERC-5625: Move to Final,ERCs
703,Update ERC-7683: fix typos,ERCs
702,Update ERC-7751: Move to Review,ERCs
701,Update ERC-7751: Relicense code snippet,ERCs
700,Update ERC-7751: Relicense code snippet,ERCs
699,Update ERC-7751: Move to Review,ERCs
698,Update ERC-7656: Move to Last Call,ERCs
696,Add ERC: Minimal intent-centric EOA smart account,ERCs
693,Add ERC-7803: EIP-712 Extensions for Account Abstraction,ERCs
692,Add ERC: Crosschain Token Interface,ERCs
690,Update ERC-7751: Move to Review,ERCs
689,Update ERC-7683: Extending the standard,ERCs
687,Update ERC-7739: Update ERC-7739,ERCs
686,Add ERC: Tap to Pay,ERCs
685,Website: Minor fixes of names,ERCs
684,Update ERC-4337: Clarify usage of `beneficiary` entrypoint param,ERCs
683,Website: Clarify spec and fix issues in associated assets,ERCs
682,Add ERC: Conditional send transaction RPC,ERCs
681,Add ERC: Wallet Call Token Capabilities,ERCs
680,Add ERC: Grant Registry,ERCs
679,"Update ERC-6123: EIP-6123, align EIP with local development",ERCs
678,Update ERC-6909: ERC-6909 nits,ERCs
677,CI: Bump setup-ruby to v1.196.0,ERCs
676,Fix site URL in Jekyll config,ERCs
675,Update ERC-6900: v0.8.0 release candidate,ERCs
674,Add ERC: Soulbound Degradable Governance,ERCs
673,Add ERC: Cross-Chain Messaging Gateway,ERCs
672,CI: Upgrade to eipw 0.9,ERCs
671,ERC-7700: Include fonts and licenses explicitly within SVG assets,ERCs
670,Update ERC-7540: Fix event names,ERCs
669,Add ERC: Onchain registration of chain identifiers,ERCs
668,Update ERC-7578: Move to Last Call,ERCs
667,Update ERC-7578: Update getter and setter methods naming,ERCs
666,Add ERC: Validation Module Extension for ERC-7579,ERCs
665,Update ERC-7751: Update custom error and add security considerations,ERCs
664,CI: Lucentlabz/ERC,ERCs
663,Add ERC: Interoperable Delegated Accounts,ERCs
662,Update ERC-7007: Move to Final,ERCs
661,Update ERC-7579: executeUserOp + multitype module onInstall/onUninstall,ERCs
660,Add ERC: Governance for Human Robot Societies,ERCs
659,Add ERC: Transparent Financial Statements,ERCs
658,Update ERC-7417: Move to Review,ERCs
657,Update ERC-7417: Update ERC-7417,ERCs
656,Update ERC-3668: fix typo in erc3668 lookup process,ERCs
655,Update ERC-7432: Move to Final,ERCs
654,Create devcontainer.json,ERCs
653,Update ERC-7527: Update erc-7527.md,ERCs
652,Add ERC: Cache invalidation in ERC-5219 mode Web3 URL,ERCs
648,Update ERC-5173: Update ERC-5173,ERCs
646,Update ERC-7432: Move to Final,ERCs
645,Make ERC-7700 Image Optimsations,ERCs
643,Update ERC-7280: Erc 7280,ERCs
642,Update ERC-7280: Fixed some wrong links including eip string,ERCs
641,"Website: Drop minima theme, fix RSS feeds",ERCs
640,Update ERC-4337: bunder to bundler,ERCs
639,Update ERC-6909: Move to Review,ERCs
638,Update ERC-6909: Non-specification Nits,ERCs
637,Update ERC-1078: Typo ERC-1078,ERCs
636,Update ERC-7726: errors are not enforced,ERCs
635,Update ERC-7578: Fix permissions on set properties,ERCs
633,Website: Update to ERC-7738 Registry with test harness and deployment scripts,ERCs
632,Update ERC-7758: Move to Review,ERCs
631,Update ERC-4337: Use ERC-7746 for userOp and PaymasterOp validation,ERCs
629,Update ERC-4337: Extract new JSON-RPC APIs to a separate ERC,ERCs
628,Add ERC: JSON-RPC API for ERC-4337,ERCs
627,Update ERC-4337: Extract aggregation to a separate ERC,ERCs
626,Add ERC: Signature Aggregation for ERC-4337,ERCs
625,Create Native AA JSON_RPC API,ERCs
624,Add ERC: Privileged Non-Fungible Tokens Tied To RWA,ERCs
623,Add ERC: Privileged Non-Fungible Tokens Tied To RWA,ERCs
622,Update ERC-5625: Move to Last Call,ERCs
621,Update ERC-4337: Unused gas penalty only callGasLimit` and `paymasterPostOpGasLimit`,ERCs
620,Website: Remove polyfill.,ERCs
619,"Update ERC-7656: Fix wording, using service instead of account, when needed",ERCs
617,Add ERC: Buyer-Seller Negotiable Pricing Mechanism,ERCs
614,Update ERC-7677: Move to Review,ERCs
613,Update ERC-7588: Move to Final,ERCs
612,Update ERC-7677: postopgas callout,ERCs
611,Create devcontainer.json,ERCs
610,Update ERC-7585: fix typo,ERCs
609,Update ERC-7432: Move to Last Call,ERCs
608,Update ERC-7432: Update Specification,ERCs
607,Update ERC-7432: Move to Last Call,ERCs
606,Update ERC-7628: Move to Review,ERCs
605,Update ERC-7579: fix typo,ERCs
604,Add ERC: Minimal Upgradeable Proxies,ERCs
603,Update ERC-5791: update to v2,ERCs
602,Update ERC-6735: Move to Review,ERCs
601,Update ERC-6734: Move to Review,ERCs
600,CI: Update stale.yml,ERCs
599,Update ERC-7208: Move to Review,ERCs
598,Add ERC: Transfer With Authorization,ERCs
597,Update ERC-7588: Move to Last Call,ERCs
595,Update ERC-7677: Move to Last Call,ERCs
593,Update ERC-7683: Add section about evaluating a settlementContract's security ,ERCs
592,ERC-7700: make diagrams more readable,ERCs
591,draft updates to erc 7683,ERCs
590,Update ERC-7579: specify fallback authorization control,ERCs
589,Update ERC-4337: Fixed typo error in erc-4337.md,ERCs
588,Update ERC-4337: fix ERC-4337 format,ERCs
587,Update ERC-7303: Update erc-7303.md,ERCs
585,Add ERC: Tamperproof Web Immutable Transaction (TWIT),ERCs
584,Add ERC: Algorithmically generated NFT,ERCs
583,Update ERC-6123: Minor fix to headlines (added subsection).,ERCs
582,Add ERC: Cross-L2-Call Specification,ERCs
581,Update ERC-4626: Update erc-4626.md to fix the broken link.,ERCs
580,"Update ERC-4337: Fix typo of ""reputation|"" to ""reputation"", ""descrbies"" to ""describes""",ERCs
578,Add ERC: Wrapping of bubbled up reverts,ERCs
577,Update ERC-3770: Update erc-3770.md - fixed the examples image link,ERCs
576,Update ERC-7656: Move to Review,ERCs
575,Update ERC-5625: Move to Last Call,ERCs
574,Update ERC-7588: Move to Last Call,ERCs
573,Add ERC: Decentralized Employment System,ERCs
572,Update ERC-7682: Add assets,ERCs
571,Update ERC-7677: chain id update,ERCs
570,Website: Reverting change tradeId to tradeData for termination.,ERCs
569,Website: Fixed typos in events / added arguments to SettlementEvaluated event.,ERCs
568,Update ERC-7208: Move to Review,ERCs
567,Update ERC-7208: pushing example implementation,ERCs
566,Update ERC-7208: prep,ERCs
565,Website: Added arguments to SettlementEvaluated event,ERCs
564,Update ERC-6860: Add the fragment part to the URL definition.,ERCs
563,ERC-6123: small refactor rename SDC.sol to SDCSingleTrade.sol,ERCs
562,Update ERC-6123: Refactor rename SDC.sol to SDCSingleTrade.sol ,ERCs
561,Website: Refactor rename for events associated with settlement.,ERCs
560,Update ERC-7741: Update ERC7741,ERCs
559,Update ERC-6123: Update Diagrams,ERCs
557,Update ERC-7677: Move to Review,ERCs
556,"Website: Update ERC-6123 - Streamlined Reference Implementation, added Unit Tests",ERCs
555,"Website: Streamlined Reference Implementation, added unit tests, updated doc and diagrams",ERCs
554,"Website: ERC-6123 Streamlined Reference Implementation, Provided More Unit Tests for Trade Live Cycle",ERCs
553,Update ERC-7654: Add payable for POST and PUT methods,ERCs
552,Update ERC-7208: fix to ODC interface,ERCs
550,Add ERC: Soul Resonance Token,ERCs
549,Update ERC-7631: Move to Review,ERCs
548,Update ERC-4337: the -> they,ERCs
546,Update ERC-1066: Chore fix docs,ERCs
545,Update ERC-7579: Fix typo in ERC-7579,ERCs
544,CI: Update jekyll-label-bot.yml,ERCs
543,Add ERC: Composable Security Middleware Hooks,ERCs
542,Add ERC: Code Index,ERCs
541,"Update ERC-7291: Update minor text, in preparation for new function parameter updates",ERCs
540,Update ERC-1078: Fix docs,ERCs
539,Add ERC: Multi-Owner Non-Fungible Tokens (MO-NFT),ERCs
538,Update ERC-3770: Update erc-3770.md,ERCs
537,Update ERC-7627: Move to Review,ERCs
536,Add ERC: Authorize Operator,ERCs
535,Update ERC-5173: Update ERC-5173,ERCs
534,"Update ERC-6123: EIP-6123, new getter function for the mutual termination bool.",ERCs
