eip,unified_compound,unified_pos,unified_neg,unified_neu,total_comment_count,category
7806,0.5078998984200203,0.13079997384000522,0.001399999720000056,0.8677998264400346,50.0,ERC
7807,0.47669880825297944,0.09999975000062501,0.047999880000300005,0.851997870005325,4.0,Core
7808,0.49107901784196434,0.1081997836004328,0.0123999752000496,0.8793982412035177,5.0,Meta
7811,0.4898799591766701,0.16679998610000113,0.04199999650000029,0.7911332674055611,120.0,ERC
7812,0.35228498238575084,0.09814999509250023,0.04529999773500012,0.8564999571750022,200.0,ERC
7813,0.5422992252868211,0.05499992142868368,0.0,0.9449986500019285,7.0,ERC
7818,0.3047052453388745,0.07510525876577433,0.039842102933210354,0.8851578429732255,171.0,ERC
7820,0.3412199620866709,0.1070999881000013,0.02089999767777803,0.8719999031111219,90.0,ERC
7821,0.47979989337780143,0.10879997582222758,0.0045999989777780045,0.8865998029778215,45.0,ERC
7823,0.2739153582773694,0.09815383671597724,0.029461535628698493,0.8722306853624341,104.0,Core
7829,0.8108494932190667,0.33749978906263184,0.0,0.6624995859377588,16.0,ERC
7830,0.14615998782000103,0.07814999348750054,0.05494999542083371,0.8669999277500059,120.0,Core
7831,0.35474996832589567,0.08778570644770478,0.026142854808673677,0.8862142065880172,112.0,ERC
7832,0.69217480772922,0.12924996409723213,0.013249996319445467,0.8572497618750662,36.0,ERC
7834,0.48967487758128053,0.07262498184375454,0.02674999331250167,0.9004997748750563,40.0,Core
7837,0.6722713218616949,0.10828569709750839,0.0452857070975068,0.8468570084353954,63.0,ERC
7840,0.3866624033343991,0.10937497265625683,0.02937499265625183,0.8614997846250538,40.0,Informational
7843,0.29719992923811206,0.09449997750000534,0.04949998821428852,0.8558331295635405,42.0,Core
7847,0.6051398899745654,0.08579998440000283,0.017599996800000583,0.8965998369818476,55.0,ERC
7851,0.5141285102227964,0.11407141499149823,0.028285710918367745,0.8576427550425292,84.0,Core
7856,0.7238398190400452,0.14619996345000913,0.033999991500002116,0.8197997950500512,40.0,ERC
7858,0.9947990956371858,0.08699992090916281,0.0399999636363967,0.8729992063643579,11.0,ERC
7866,0.5872996737224035,0.12149993250003749,0.0,0.8784995119447155,18.0,ERC
7873,0.4501949549805045,0.10264998973500103,0.04214999578500042,0.8550999144900086,100.0,Core
7878,0.5274998534722628,0.1767499509027914,0.045249987430559045,0.7777497839583932,36.0,ERC
7883,0.2802444055216103,0.04477777155864284,0.011111109567901449,0.9439998688889071,72.0,Core
7886,0.14973330837778193,0.12219997963333672,0.10713331547778075,0.7707998715333546,60.0,Core
7887,0.8175989780012776,0.10099987375015783,0.025999967500040626,0.8729989087513641,8.0,ERC
7889,0.4893623980495004,0.07887498356771175,0.02812499414062622,0.8929998139583721,48.0,Core
7892,0.6123989793350345,0.14299976166706388,0.0,0.8569985716690471,6.0,Informational
7897,0.6570998685800263,0.0899999820000036,0.014399997120000575,0.8955998208800358,50.0,ERC
7903,8.333331597223458e-05,0.07749998385417002,0.06116665392361376,0.8613331538889263,48.0,Core
7904,0.14289997083674064,0.07199998530612543,0.06957141437318072,0.8585712533528054,49.0,Core
7907,0.2580899838693761,0.08164999489687531,0.029299998168750112,0.8889499444406285,160.0,Core
7912,0.17864282524235262,0.08299998517857407,0.07585712931122691,0.8412855640561493,56.0,Core
7913,0.2602199479560104,0.04559999088000183,0.006599998680000264,0.9477998104400379,50.0,ERC
7915,-0.11539980766698724,0.04999991666680557,0.06599989000018334,0.8829985283357862,6.0,Core
7916,0.5094991508347485,0.04599992333346112,0.02599995666673889,0.9279984533359112,6.0,Core
7917,0.4685416178602481,0.10591665563368172,0.026999997187500294,0.8672499096614678,96.0,Core
7918,0.36589497713156394,0.08774999451562535,0.03949999753125016,0.8726999454562534,160.0,Core
7919,0.0,0.0,0.0,0.9999900000999989,1.0,Meta
7920,0.5405874324265709,0.1471249816093773,0.011999998500000187,0.840874894890638,80.0,ERC
7921,0.12184282233062219,0.05171427093877973,0.07157140812245481,0.876856892326602,35.0,Core
7923,0.21627773772634487,0.09455553804527073,0.0,0.9054442767695783,54.0,Core
7932,0.5497598625600343,0.09019997745000563,0.013399996650000837,0.8965997758500559,40.0,Core
7938,0.2854799821575011,0.08524999467187533,0.06379999601250023,0.8509499468156282,160.0,Informational
7950,0.10093564218882702,0.08285708367351166,0.06764280882656513,0.8494993932147192,14.0,Interface
831,0.36224278321575853,0.061714273119536096,0.022142852623907625,0.9159998130612625,49.0,ERC
