eip,unified_compound,unified_pos,unified_neg,unified_neu,total_comment_count,category
5585,0.6330998944833508,0.15764997372500436,0.016849997191667132,0.8254998624166896,60.0,ERC
5656,0.14778497536917076,0.07254998790833533,0.0276999953833341,0.8496998583833569,60.0,Core
5679,0.4725098818725295,0.10184997453750635,0.023799994050001484,0.8743997814000546,40.0,ERC
5757,0.5865878902424175,0.15052932321804519,0.02417645636679037,0.8252936321802162,17.0,Meta
5773,0.7095741130323587,0.1407498240627199,0.0024999968750039066,0.8567489290638387,8.0,ERC
5792,0.34167982916008544,0.09734995132502434,0.06519996740001631,0.8373995813002094,20.0,Interface
5793,0.4468988827527931,0.10949972625068438,0.022249944375139066,0.8677478306304235,4.0,Networking
5806,0.2895799710420029,0.09304999069500093,0.04654999534500047,0.8603999139600085,100.0,Core
5920,0.13900999131187552,0.08799999450000033,0.050949996815625204,0.8610499461843784,160.0,Core
5988,0.4709049529095047,0.08854999114500088,0.018649998135000186,0.8926999107300089,100.0,Core
6066,0.24569938575153566,0.12249969375076564,0.0539998650003375,0.823497941255147,4.0,ERC
6110,0.09694498788187651,0.06799999150000106,0.034599995675000536,0.8974498878187641,80.0,Core
6120,0.6857306813165793,0.08607691204142154,0.042769225285996755,0.8710768114004088,78.0,ERC
6122,0.16454917725411372,0.021499892500537496,0.015499922500387498,0.9629951850240749,2.0,Networking
6188,0.08574115965859613,0.09552939303345234,0.027882347474049513,0.8765292398962274,51.0,Core
6358,0.4989544698553833,0.10227271177686184,0.011636361873278503,0.8860907748347311,66.0,ERC
6404,0.4514949677503594,0.08644999382500043,0.03234999768928588,0.8812499370535759,140.0,Core
6465,0.21813324244448232,0.08716663034723736,0.035166652013894996,0.8774996343751524,24.0,Core
6466,-0.10164996611667794,0.04983331672222776,0.07466664177778606,0.8754997081667639,30.0,Core
6475,0.3229166218171358,0.05527777010030971,0.02966666254629687,0.9150554284645238,72.0,Core
6493,0.26535620853809244,0.06874998925781418,0.020062496865234866,0.9111248576367409,64.0,Core
6551,0.7160509096202401,0.13603772943218256,0.016481131298059847,0.8472924128635655,212.0,ERC
6596,0.6503661246948961,0.15333320555566207,0.018833317638901968,0.827999310000575,12.0,ERC
663,0.06138998976833503,0.06209998965000172,0.048649991891668014,0.8890998518166913,60.0,Core
665,0.4962493796882754,0.0639999200001,0.020499974375032034,0.9154988556264305,8.0,Core
6690,0.5272163737686812,0.13833325648152414,0.0006666662962965021,0.8609995216669324,18.0,Core
6780,0.10846998644125169,0.06884999139375106,0.06274999215625097,0.8684498914437635,80.0,Core
681,0.5398398920320215,0.15599996880000622,0.03559999288000142,0.8083998383200324,50.0,ERC
6810,0.20229932566891443,0.04799984000053334,0.0,0.9519968266772444,3.0,Core
684,-0.015179989880006751,0.10159993226671182,0.0485999676000216,0.8497994334670443,15.0,Core
689,0.4390632372152389,0.09327264247941593,0.02354543314051533,0.8831810152899862,11.0,Core
6900,0.7415349629232518,0.10269999486500025,0.01564999921750004,0.8815999559200022,200.0,ERC
6909,0.30068998633227334,0.1138999948227275,0.022149998993181864,0.8139499630022743,220.0,ERC
6913,0.47057995294200466,0.09339999066000093,0.029499997050000296,0.8770499122950087,100.0,Core
6914,0.31693992076501976,0.07999998000000498,0.03439999140000215,0.8855997786000552,40.0,Core
6953,0.0,0.0,0.0,0.9999900000999989,1.0,Informational
6956,0.48616987845753035,0.09389997652500587,0.02149999462500134,0.8846997788250551,40.0,ERC
6982,0.4877149187141802,0.10369998271666955,0.0143999976000004,0.8819498530083578,60.0,ERC
7002,0.4879399186766802,0.10779998203333632,0.02459999590000068,0.8676998553833574,60.0,Core
7015,0.8168599183140081,0.10779998922000107,0.019499998050000193,0.8727499127250088,100.0,ERC
7044,0.0,0.0,0.0,0.9999991666673611,12.0,Core
7045,0.29186642344464714,0.10199991500007083,0.0,0.8979992516672903,12.0,Core
7069,0.4172936847978618,0.09562498505859608,0.04274999332031354,0.8617498653515835,64.0,Core
7092,0.6500449349955065,0.16629998337000165,0.006199999380000062,0.8274999172500083,100.0,ERC
712,0.6580671984011328,0.15030087165479009,0.014725662413658195,0.8349733774359843,113.0,Interface
7196,0.9813950930245349,0.15499922500387497,0.013999930000349999,0.8309958450207748,2.0,ERC
7204,0.9437952810235948,0.170999145004275,0.018999905000474996,0.8099959500202499,2.0,ERC
7208,0.6807399513757177,0.24239998268571553,0.031149997775000157,0.726449948110718,140.0,ERC
721,0.5256070077076683,0.1153089855250285,0.026696628463577857,0.8580224478083583,356.0,ERC
7212,0.5227097386451307,0.13324993337503332,0.040299979850010076,0.8263495868252067,20.0,Core
7246,0.7145710882994819,0.15671421108847092,0.016428563605445902,0.8267138920410039,21.0,ERC
7303,0.6381724371943467,0.09754541020663172,0.02399998909091405,0.878545055206793,22.0,ERC
7377,0.5211549131408478,0.11834998027500328,0.04299999283333453,0.8387498602083566,60.0,Core
7390,0.5206932176237294,0.12373330583704313,0.015599996533334102,0.8607331420593018,45.0,ERC
7399,0.3113499646193222,0.10137498848011493,0.06599999250000085,0.8326249053835335,88.0,ERC
7439,0.3745141073742346,0.09285709863947685,0.05071426156463735,0.8565710206804663,21.0,ERC
7441,0.0,0.0,0.0,0.9999983333361112,6.0,Core
7480,0.547332725185861,0.078333246296393,0.014666650370388478,0.906998992223342,9.0,Core
7484,0.49628291976423355,0.11533323722230233,0.02983330847224294,0.8549992875005937,12.0,ERC
7496,0.6959599304040069,0.13729998627000137,0.012649998735000128,0.8500499149950085,100.0,ERC
7506,0.49213251311247813,0.09033318277802871,0.004666658888901853,0.9046651588914019,6.0,ERC
7512,0.6974299418808381,0.11314999057083412,0.020399998300000142,0.8664499277958394,120.0,ERC
7513,0.6627744476879603,0.12549989541675383,0.0,0.8744992712506073,12.0,ERC
7514,0.5127197436401282,0.11239994380002812,0.0407999796000102,0.8465995767002118,20.0,Core
7519,0.8073973086756377,0.15899947000176665,0.03599988000039999,0.804997316675611,3.0,Core
7521,0.6728691013713266,0.12861535988166156,0.02376922619822573,0.8477690677367178,52.0,ERC
7523,0.24473630801447543,0.1133636105991794,0.053272715165292,0.8333634469628529,44.0,Core
7524,0.44583842724319794,0.12269229825443859,0.004230768905325469,0.8730768559171649,130.0,ERC
7527,0.42705373665288804,0.1620768815187483,0.012384612209073791,0.8256151729191863,39.0,ERC
7535,0.7054797984343433,0.14039995988572573,0.0425999878285749,0.8167997666286382,35.0,ERC
7540,0.6996999500214321,0.11434999183214344,0.02049999853571439,0.8650999382071473,140.0,ERC
7542,0.03390830507641246,0.06033328305559745,0.06249994791671007,0.8772492689589426,12.0,Networking
7547,0.4025525786115028,0.11994735263850623,0.04857894097645513,0.778842002783947,76.0,Core
7549,0.1591399204300398,0.034799982600008696,0.022399988800005603,0.9425995287002357,20.0,Core
7555,0.9032793978137348,0.10139993240004508,0.012999991333339112,0.8855994096003935,15.0,ERC
7561,0.9720902790972089,0.14999850001499984,0.029999700002999966,0.8199918000819991,1.0,ERC
7562,-0.003936841875038503,0.06726315396121905,0.04910526028624209,0.8836841588488796,171.0,ERC
7564,0.9784967383442056,0.14899950333498888,0.02599991333362222,0.8259972466758443,3.0,ERC
7565,0.9948966836777211,0.19599934666884447,0.01299995666681111,0.7899973666754444,3.0,ERC
7572,0.5532461687416435,0.12914481867966768,0.01466206795434014,0.856289596117959,145.0,ERC
7573,0.7077849646107517,0.1202499939875003,0.018049999097500043,0.8615999569200021,200.0,ERC
7575,0.6701199627711133,0.15039999164444492,0.010899999394444478,0.8388999533944471,180.0,ERC
7577,0.5709210207706995,0.10585706724495197,0.03335711903062926,0.8607850994392148,14.0,Meta
7578,0.7266248788958535,0.2242499626250062,0.011249998125000311,0.7645832059027989,60.0,ERC
7579,0.48093997328111254,0.1288499928416671,0.004399999755555569,0.8167499546250024,180.0,ERC
7580,0.46873281251909726,0.16899981222243085,0.07233325296305226,0.7586658237046404,9.0,ERC
7582,0.6208494826254313,0.11899990083341597,0.0,0.8809992658339451,12.0,ERC
7585,0.5489499085083485,0.16289997285000454,0.01749999708333382,0.8195998634000228,60.0,ERC
7591,0.0,0.0,0.0,0.9999987500015626,8.0,Core
7594,0.0,0.0,0.0,0.9999900000999989,1.0,Networking
7600,0.0,0.0,0.0,0.9999950000249999,2.0,Meta
7603,0.46725700935514014,0.11199996800000914,0.011999996571429552,0.8758568926123163,35.0,ERC
7607,0.32713606623993974,0.061999943636414874,0.009818172892570098,0.9281809743809325,11.0,Meta
7609,0.22961997129750356,0.06534999183125101,0.03029999621250047,0.9043498869562641,80.0,Core
7613,0.3057198777120489,0.08319996672001331,0.059399976240009505,0.8571996571201371,25.0,ERC
7615,0.5152496779689513,0.11899992562504648,0.07699995187503007,0.8039994975003141,16.0,ERC
7620,0.24791997638857363,0.0738666596317467,0.018666664888889056,0.9075332469015954,105.0,Core
7621,0.7579746210126895,0.13499993250003375,0.0059999970000015,0.8589995705002148,20.0,ERC
7623,0.24186998488312592,0.09204999424687535,0.044099997243750175,0.8638499460093784,160.0,Core
7627,0.5642747648855146,0.10824995489585212,0.023499990208337415,0.8684996381251509,24.0,ERC
7628,0.5296284873605575,0.15542854675737353,0.043999993015874116,0.8005713014966188,63.0,ERC
7629,0.625833159490789,0.12111107746914512,0.007666664537037629,0.8712219802161165,36.0,ERC
7631,0.6187749381225062,0.1413999858600014,0.02579999742000026,0.8327499167250083,100.0,ERC
7634,0.7298797080481167,0.1741999303200279,0.041599983360006657,0.7841996863201255,25.0,ERC
7636,0.3021852825924535,0.06414276551033499,0.040857084489879306,0.8945701506140705,7.0,Networking
7638,0.19009952475118813,0.11899970250074375,0.0,0.8809977975055063,4.0,ERC
7639,-0.2731972680273197,0.02899971000289997,0.058999410005899935,0.9119908800911991,1.0,Networking
7642,0.0,0.0,0.0,0.9999950000249999,2.0,Networking
7643,0.29599926000185,0.11499971250071876,0.0,0.8849977875055314,4.0,Core
7644,0.6094661587782011,0.06299994750004376,0.014999987500010416,0.921999231667307,12.0,ERC
7645,0.4063831640070151,0.09766662597223917,0.05183331173612011,0.85066631222237,24.0,Core
7649,0.0,0.0,0.0,0.9999990000010001,10.0,ERC
7651,0.7162568870511118,0.1619999421428778,0.0758571157653158,0.7621425849490768,28.0,ERC
7652,0.6142993857006143,0.20749979250020748,0.0114999885000115,0.780999219000781,10.0,ERC
7654,0.0,0.0,0.0,0.9999975000062501,4.0,ERC
7656,0.7038234834102298,0.0839411709842372,0.013176469727028121,0.9028234704036947,153.0,ERC
7657,0.46797485375785813,0.18687494160158072,0.03774998820312868,0.7754997576563256,32.0,Core
7658,0.6368984077539807,0.09699975750060626,0.0,0.9029977425056438,4.0,Core
7662,0.9245976885057788,0.08099979750050626,0.0,0.9189977025057439,4.0,ERC
7664,0.3902665221235103,0.068111085884783,0.02799998962963347,0.9038885541153504,27.0,Core
7666,-0.05573329617780255,0.026666648888900742,0.04966663355557763,0.9239993840004107,15.0,Core
7667,0.40052994993375624,0.08769998903750137,0.028999996375000454,0.8832998895875138,80.0,Core
7668,0.5354066071770437,0.09579998935555674,0.04806666132592651,0.8559332382296402,90.0,Core
7673,0.300429939914012,0.13439997312000537,0.06159998768000246,0.704099859180028,50.0,ERC
7674,0.3247461226205651,0.1101538355621312,0.059153840465976874,0.8305383816790017,104.0,ERC
7675,0.17349942166859442,0.13833287222375926,0.0,0.8616637944540184,3.0,Meta
7677,0.8023768202081,0.1060769094773193,0.016615382485207372,0.8772306567653004,78.0,ERC
7679,0.927999536000232,0.12049993975003014,0.0019999990000005,0.8774995612502194,20.0,ERC
7681,0.5468996961668354,0.0653332970370572,0.0016666657407412551,0.9329994816669547,18.0,ERC
7682,0.6861997855625669,0.08324997398438312,0.008249997421875805,0.9087497160157136,32.0,ERC
7683,0.6507199638488909,0.11569999357222258,0.015849999119444493,0.8684499517527804,180.0,ERC
7684,-0.2756996553754308,0.028999963750045314,0.02699996625004219,0.9444988193764758,8.0,Core
7685,0.12286498976125085,0.04879999593333367,0.019749998354166805,0.9313999223833398,120.0,Core
7686,-0.1385856812891235,0.06271427078231648,0.06542855585034385,0.8718569352721582,42.0,Core
7688,0.5706598858680229,0.09349998130000373,0.012199997560000488,0.8941998211600357,50.0,Core
7692,0.0,0.0,0.0,0.9999900000999989,1.0,Meta
7694,0.7223494840360828,0.11549991750005893,0.005999995714288776,0.8784993725004482,14.0,ERC
7695,0.732432722972731,0.1543332047223294,0.05433328805559329,0.7913326738894385,12.0,ERC
7698,0.2731990893363689,0.18899937000209996,0.0,0.8109972966756778,3.0,Core
7699,0.36886840163850515,0.10463157344044349,0.01663157807202221,0.8788420590083126,190.0,ERC
7700,0.82249835500329,0.088999822000356,0.016999966000068003,0.893998212003576,5.0,ERC
7701,0.6303999585263186,0.09257894127770122,0.014526314833795078,0.8928420465235495,152.0,Core
7702,0.2581649815596441,0.08309999406428614,0.04314999691785736,0.8738499375821472,140.0,Core
7703,-0.038642846102043965,0.06514283853061754,0.14114281681633803,0.7937140589388403,35.0,Core
7705,0.39023523673011223,0.13135292185986444,0.03935293538927421,0.8292351721712982,68.0,Core
7708,0.3275099672490032,0.0902999909700009,0.0299999970000003,0.8797499120250087,100.0,Core
7709,0.8145972846757177,0.08499971666761111,0.03299989000036667,0.8819970600097999,3.0,Core
7715,0.5057713482902623,0.10214284092970778,0.0024285710430839618,0.8954284292970747,63.0,ERC
7720,0.9537980924038153,0.17099965800068403,0.01499997000006,0.8149983700032599,5.0,ERC
7721,0.9746980506038988,0.22599954800090405,0.010999978000044,0.7629984740030521,5.0,ERC
7722,0.6497099593931275,0.1281999919875005,0.029499998156250113,0.8422999473562532,160.0,ERC
7723,0.5594247202876398,0.08149995925002038,0.02424998787500606,0.8940995529502236,20.0,Meta
7726,0.9589994672225183,0.10033327759262356,0.0313333159259356,0.8683328509261939,18.0,ERC
7729,0.7172997950572013,0.15619995537144132,0.0,0.8437997589143545,35.0,ERC
7732,-0.09659995170002415,0.11449994275002863,0.09174995412502293,0.7939996030001986,20.0,Core
7734,0.7414329214261548,0.13933325592596893,0.010999993888892284,0.8496661946298919,18.0,ERC
7738,0.9272492272923106,0.06849994291671423,0.004499996250003124,0.9269992275006438,12.0,ERC
7739,0.45544994939445,0.07379999180000091,0.029699996700000366,0.8965999003777888,90.0,ERC
7741,0.0,0.0,0.0,0.9999983333361112,6.0,ERC
7742,0.0,0.0,0.0,0.9999975000062501,4.0,Core
7743,0.6625664212716957,0.1419999474074269,0.0016666660493829446,0.856333016172957,27.0,ERC
7744,0.39078998046050095,0.08884999555750021,0.02174999891250005,0.8893499555325022,200.0,ERC
7745,0.47721984092671965,0.10919996360001215,0.017399994200001934,0.8735997088000972,30.0,Core
7746,0.7635496818542992,0.20499991458336891,0.00824999656250143,0.7872496719793034,24.0,ERC
7748,0.5982988034023933,0.10199979600040801,0.0,0.8979982040035921,5.0,Core
7750,0.3925499018625245,0.09174997706250572,0.036499990875002275,0.8719997820000545,40.0,ERC
7751,0.12562999102642922,0.1073499923321434,0.05824999583928601,0.83454994038929,140.0,ERC
7754,0.41793310114827703,0.1326665929630039,0.04933330592594115,0.817999545555808,18.0,ERC
7756,0.2751151729883285,0.07930763130182207,0.03769227869824716,0.8829993207697532,13.0,Interface
7758,0.18606246677455948,0.0934999833035744,0.02637499529017941,0.8799998428571709,56.0,ERC
7761,0.3939999530952437,0.07871427634353852,0.03935713817176926,0.8819284664370872,84.0,Core
7765,0.46714983316077385,0.19374993080359615,0.0,0.8062497120536742,28.0,ERC
7766,0.7634989092872725,0.04699993285723878,0.0069999900000142865,0.9459986485733592,7.0,ERC
7768,0.058849705751471255,0.14499927500362497,0.03549982250088749,0.8189959050204748,2.0,Meta
7769,0.0,0.0,0.0,0.9999985714306123,7.0,ERC
7774,0.9677986174305465,0.11699983285738165,0.02999995714291837,0.8529987814303123,7.0,ERC
7775,0.6704983237541907,0.05099987250031875,0.011999970000075001,0.9369976575058564,4.0,Core
7776,0.9533994703336277,0.1409999216667102,0.008666661851854527,0.8503328609261883,18.0,ERC
7777,0.792384158395779,0.16878946257964061,0.015157893739612252,0.815999946315793,152.0,ERC
7778,-0.37333308444461033,0.08899994066670622,0.14233323844450768,0.7686661542225638,15.0,Core
7779,0.5796076427685775,0.09753845320184161,0.02776922839579244,0.8746153098619392,117.0,ERC
7780,0.10269982883361861,0.019999966666722224,0.0,0.9799983666693889,6.0,ERC
7782,0.25463327270636366,0.10716664115079973,0.05449998702381261,0.8383331337302062,42.0,Core
7783,0.47669523304766953,0.10999890001099988,0.04499955000449995,0.8449915500844991,1.0,Informational
7785,0.4193110687564577,0.07622221452300862,0.0061111104938272225,0.9177776850729611,99.0,ERC
7786,0.1461999817250023,0.07462499067187615,0.06124999234375096,0.8641248919843885,80.0,ERC
7787,0.9822985967162904,0.11099984142879797,0.047999931428669394,0.8409987985731449,7.0,ERC
7788,0.8018383963232074,0.11439977120045759,0.0197999604000792,0.8655982688034625,5.0,Core
7791,0.13240499172468803,0.08129999491875033,0.07294999544062529,0.8455999471500032,160.0,Core
7792,0.7505981235046914,0.15099962250094376,0.0,0.8489978775053063,4.0,Core
7794,0.9387248323705655,0.22437495993304285,0.014499997410714748,0.7611248640848456,56.0,ERC
7795,0.22953325682224776,0.04533331822222726,0.015999994666668443,0.9386663537778821,30.0,ERC
7797,0.3494997087502427,0.07549993708338576,0.010499991250007293,0.9139992383339681,12.0,Core
7799,0.30457489122325315,0.061249978125007806,0.05424998062500692,0.6347497733036523,28.0,Core
7802,0.4336771739943254,0.14572793046118157,0.007338234754541562,0.8469337612548704,136.0,ERC
7803,0.9428663809495814,0.1579999521212266,0.02133332686868883,0.8206664179798733,33.0,ERC
7804,0.7656163476598552,0.13199994500002293,0.01016666243055732,0.8578329759029267,24.0,Core
7805,0.3775570529626064,0.08528569397959666,0.023142851632654372,0.8915712162925674,42.0,Core
